counter,timestamp,data_type,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
155,0,0.0,89223.140625,7.370729923248,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,0.604269981384,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0,0.0,89223.140625,7.386879920959,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,0.604330003262,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.603060007095,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.603060007095,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.603060007095,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.603060007095,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.7997199893,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,1765106518030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89223.14,89223.14999999998,89223.14,89223.14999999998,0.00202,155.248281,4.0
163,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.7997199893,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.7997199893,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.800409972668,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0,0.0,89223.140625,7.387000083923,89223.1328125,5.9999998e-05,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89223.1484375,0.800409972668,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0,0.0,89223.140625,7.386940002441,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,0.934870004654,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0,0.0,89223.140625,7.387020111084,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.430760025978,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0,0.0,89223.140625,7.376029968262,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431010007858,89223.15625,0.000750000007,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0,0.0,89223.140625,6.617290019989,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.430639982224,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0,0.0,89223.140625,6.617290019989,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.430639982224,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0,0.0,89223.140625,6.617290019989,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431120038033,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1765106519024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89223.14999999998,89223.14999999998,89223.14999999998,89223.14999999998,0.00112,99.929928,1.0
174,0,0.0,89223.140625,6.617290019989,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.430639982224,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0,0.0,89223.140625,6.617159843445,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431120038033,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0,0.0,89223.140625,6.617219924927,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431120038033,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0,0.0,89223.140625,6.617340087891,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431020021439,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0,0.0,89223.140625,6.617340087891,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.43053996563,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0,0.0,89223.140625,6.617340087891,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431010007858,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0,0.0,89223.140625,6.617340087891,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431010007858,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0,0.0,89223.140625,6.617340087891,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431010007858,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0,0.0,89223.140625,6.617340087891,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431010007858,89223.15625,0.000809999998,89223.171875,0.00026999999,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0,0.0,89223.140625,6.620419979095,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,1.431010007858,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1765106520018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89223.14,89223.14,89223.14,89223.14,0.00013,0.0,1.0
185,0,0.0,89223.140625,6.5134100914,89223.09375,5.9999998e-05,89222.9296875,0.000880000007,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,2.123820066452,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0,0.0,89223.140625,6.5134100914,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,2.312789916992,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0,0.0,89223.140625,6.5134100914,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,2.312789916992,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0,0.0,89223.140625,6.170529842377,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,2.313930034637,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0,0.0,89223.140625,6.170680046082,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112470000982,89223.1484375,2.313869953156,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0,0.0,89223.140625,6.185100078583,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.273030042648,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0,0.0,89223.140625,6.185100078583,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.273030042648,89223.15625,0.000809999998,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0,0.0,89223.140625,6.185100078583,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.272969961166,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1765106521018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89223.14999999998,89223.14999999998,89223.14999999998,89223.14999999998,0.04084,3643.873446,2.0
196,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.275150060654,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0,0.0,89223.140625,6.184979915619,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.273839950562,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0,0.0,89223.140625,6.184840202332,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,2.273839950562,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0,0.0,89223.140625,6.184840202332,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,1.92584002018,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0,0.0,89223.140625,6.18499994278,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.129219993949,89223.1484375,0.936829984188,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,1765106522015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89223.14999999998,89223.14999999998,89223.14,89223.14,0.00145,116.8823265,2.0
207,0,0.0,89223.140625,6.18499994278,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,1.589550018311,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0,0.0,89223.140625,6.18499994278,89223.09375,5.9999998e-05,89222.9296875,0.00033000001,89222.8203125,0.000119999997,89222.8125,0.112410001457,89223.1484375,1.723819971085,89223.15625,0.000750000007,89223.171875,0.00033000001,89223.203125,5.9999998e-05,89223.4765625,7.0000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
